# BUSCO version is: 5.4.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2021-02-19, number of genomes: 24, number of BUSCOs: 9226)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
100at40674	Missing
2138at40674	Fragmented	TRINITY_DN6535_c0_g1_i1:1-5463	3274.3	1601	https://www.orthodb.org/v10?query=2138at40674	neurobeachin-like protein 2
2160at40674	Complete	TRINITY_DN5601_c0_g2_i1:3032-11629	3487.3	2471	https://www.orthodb.org/v10?query=2160at40674	Crystallin beta-gamma domain containing 3
2199at40674	Missing
2210at40674	Missing
2247at40674	Fragmented	TRINITY_DN9485_c0_g6_i1:70-2976	2185.1	933	https://www.orthodb.org/v10?query=2247at40674	serine/threonine-protein kinase ATR
2256at40674	Duplicated	TRINITY_DN1377_c3_g1_i1:373-8223	5187.9	2341	https://www.orthodb.org/v10?query=2256at40674	ubiquitin carboxyl-terminal hydrolase 24
2256at40674	Duplicated	TRINITY_DN1377_c3_g1_i2:373-8223	5187.9	2341	https://www.orthodb.org/v10?query=2256at40674	ubiquitin carboxyl-terminal hydrolase 24
2319at40674	Complete	TRINITY_DN7320_c0_g1_i1:492-8501	4943.3	2396	https://www.orthodb.org/v10?query=2319at40674	eIF-2-alpha kinase activator GCN1
2333at40674	Missing
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i10:357-7511	4201.2	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i11:357-6881	3860.9	1923	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i1:357-7166	3902.7	1988	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i2:357-7151	4094.4	2001	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i3:358-7437	4137.0	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i7:357-7241	3967.0	1989	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN135_c0_g1_i8:357-7436	4137.0	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2345at40674	Duplicated	TRINITY_DN2645_c0_g1_i1:630-9020	5563.6	2688	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2345at40674	Duplicated	TRINITY_DN2645_c0_g1_i2:630-9061	5557.7	2688	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2345at40674	Duplicated	TRINITY_DN2645_c0_g1_i3:630-9567	5557.7	2688	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2351at40674	Missing
2376at40674	Complete	TRINITY_DN1364_c0_g1_i1:154-7158	4730.3	1986	https://www.orthodb.org/v10?query=2376at40674	pre-mRNA-processing-splicing factor 8
2383at40674	Missing
2387at40674	Fragmented	TRINITY_DN3085_c0_g2_i1:538-3462	2258.6	952	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2404at40674	Duplicated	TRINITY_DN4171_c2_g5_i1:2531-10033	4796.0	2267	https://www.orthodb.org/v10?query=2404at40674	Chromodomain helicase DNA binding protein 9
2404at40674	Duplicated	TRINITY_DN4171_c2_g5_i2:2531-9985	4775.1	2260	https://www.orthodb.org/v10?query=2404at40674	Chromodomain helicase DNA binding protein 9
2441at40674	Duplicated	TRINITY_DN2720_c0_g1_i1:497-8323	4598.0	2113	https://www.orthodb.org/v10?query=2441at40674	chromodomain-helicase-DNA-binding protein 6
2441at40674	Duplicated	TRINITY_DN2720_c0_g1_i2:653-8479	4598.0	2113	https://www.orthodb.org/v10?query=2441at40674	chromodomain-helicase-DNA-binding protein 6
2444at40674	Missing
2466at40674	Duplicated	TRINITY_DN4171_c2_g1_i1:321-9278	5361.0	2578	https://www.orthodb.org/v10?query=2466at40674	Chromodomain helicase DNA binding protein 7
2466at40674	Duplicated	TRINITY_DN4171_c2_g1_i2:321-9281	5365.2	2578	https://www.orthodb.org/v10?query=2466at40674	Chromodomain helicase DNA binding protein 7
2478at40674	Duplicated	TRINITY_DN4076_c0_g1_i1:244-6936	2980.2	1751	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN4076_c0_g1_i2:244-6936	2980.2	1751	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN4076_c0_g1_i4:2331-9881	3321.5	1935	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN4076_c0_g1_i6:2331-9881	3321.5	1935	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2500at40674	Complete	TRINITY_DN6358_c0_g2_i2:118-7590	4196.9	2141	https://www.orthodb.org/v10?query=2500at40674	cation-independent mannose-6-phosphate receptor
2502at40674	Missing
2506at40674	Missing
2518at40674	Duplicated	TRINITY_DN435_c0_g1_i1:2-8473	5126.3	2554	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2518at40674	Duplicated	TRINITY_DN435_c0_g1_i2:688-9522	5324.5	2686	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2518at40674	Duplicated	TRINITY_DN435_c0_g1_i3:25-8715	5245.6	2645	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2524at40674	Duplicated	TRINITY_DN1037_c1_g1_i2:810-10586	5637.1	2868	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN1037_c1_g1_i3:807-10406	5483.2	2811	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN1037_c1_g1_i6:807-10583	5637.1	2868	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN1037_c1_g1_i7:810-10409	5483.2	2811	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2573at40674	Duplicated	TRINITY_DN674_c0_g1_i5:962-8467	419.4	271	https://www.orthodb.org/v10?query=2573at40674	HECT domain E3 ubiquitin protein ligase 1
2573at40674	Duplicated	TRINITY_DN674_c0_g1_i7:962-8599	419.3	271	https://www.orthodb.org/v10?query=2573at40674	HECT domain E3 ubiquitin protein ligase 1
2601at40674	Complete	TRINITY_DN118_c0_g3_i2:887-9262	6251.9	2653	https://www.orthodb.org/v10?query=2601at40674	Ubiquitin protein ligase E3 component n-recognin 5
2610at40674	Missing
2612at40674	Complete	TRINITY_DN13555_c0_g1_i2:57-7772	4609.6	2249	https://www.orthodb.org/v10?query=2612at40674	ectopic P granules protein 5 homolog
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i11:151-9384	3471.9	2655	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i15:205-9159	3438.2	2573	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i18:151-9372	3454.5	2655	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i19:151-9231	3371.4	2655	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i1:151-9243	3388.7	2655	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i24:205-9171	3455.5	2574	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN1527_c0_g1_i3:205-9030	3372.5	2574	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2644at40674	Duplicated	TRINITY_DN254_c0_g1_i2:366-11802	4665.4	3015	https://www.orthodb.org/v10?query=2644at40674	Xin actin binding repeat containing 2
2644at40674	Duplicated	TRINITY_DN254_c0_g1_i3:366-11799	4666.7	3039	https://www.orthodb.org/v10?query=2644at40674	Xin actin binding repeat containing 2
