# BUSCO version is: 5.4.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2021-02-19, number of genomes: 24, number of BUSCOs: 9226)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
100at40674	Missing
425at40674	Duplicated	TRINITY_DN38921_c1_g1_i4:715-14895	9626.5	4276	https://www.orthodb.org/v10?query=425at40674	E3 ubiquitin-protein ligase MYCBP2 isoform X1
425at40674	Duplicated	TRINITY_DN38921_c1_g1_i5:715-14748	9563.5	4243	https://www.orthodb.org/v10?query=425at40674	E3 ubiquitin-protein ligase MYCBP2 isoform X1
475at40674	Duplicated	TRINITY_DN39175_c0_g1_i3:298-14761	8633.9	3946	https://www.orthodb.org/v10?query=475at40674	baculoviral IAP repeat-containing protein 6
475at40674	Duplicated	TRINITY_DN39175_c0_g1_i4:298-14770	8609.7	3946	https://www.orthodb.org/v10?query=475at40674	baculoviral IAP repeat-containing protein 6
475at40674	Duplicated	TRINITY_DN39175_c0_g1_i5:298-14788	8625.7	3946	https://www.orthodb.org/v10?query=475at40674	baculoviral IAP repeat-containing protein 6
475at40674	Duplicated	TRINITY_DN39175_c0_g1_i6:298-14743	8618.1	3946	https://www.orthodb.org/v10?query=475at40674	baculoviral IAP repeat-containing protein 6
514at40674	Missing
530at40674	Missing
556at40674	Missing
565at40674	Missing
584at40674	Fragmented	TRINITY_DN39471_c1_g2_i2:806-11074	6552.4	3148	https://www.orthodb.org/v10?query=584at40674	FAT atypical cadherin 1
587at40674	Missing
594at40674	Missing
626at40674	Missing
629at40674	Complete	TRINITY_DN39190_c2_g1_i1:566-13483	8211.7	3857	https://www.orthodb.org/v10?query=629at40674	cytoplasmic dynein 2 heavy chain 1
635at40674	Missing
760at40674	Missing
763at40674	Complete	TRINITY_DN38946_c1_g1_i3:660-14063	8709.4	3905	https://www.orthodb.org/v10?query=763at40674	probable E3 ubiquitin-protein ligase HECTD4
805at40674	Missing
848at40674	Missing
854at40674	Missing
874at40674	Duplicated	TRINITY_DN39211_c7_g2_i1:160-11319	8254.1	3538	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
874at40674	Duplicated	TRINITY_DN39211_c7_g2_i2:160-11706	8711.1	3705	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
874at40674	Duplicated	TRINITY_DN39211_c7_g2_i3:160-11739	8699.6	3705	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
874at40674	Duplicated	TRINITY_DN39211_c7_g2_i4:160-11739	8699.6	3705	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
874at40674	Duplicated	TRINITY_DN39211_c7_g2_i7:160-11706	8711.1	3705	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
889at40674	Missing
890at40674	Fragmented	TRINITY_DN35325_c1_g1_i5:2-10867	4863.6	2983	https://www.orthodb.org/v10?query=890at40674	histone-lysine N-methyltransferase 2C isoform X1
894at40674	Duplicated	TRINITY_DN39357_c0_g1_i1:2-14915	6936.5	4091	https://www.orthodb.org/v10?query=894at40674	dynein heavy chain domain 1 
894at40674	Duplicated	TRINITY_DN39357_c0_g1_i2:2-14792	6972.8	4089	https://www.orthodb.org/v10?query=894at40674	dynein heavy chain domain 1 
894at40674	Duplicated	TRINITY_DN39357_c0_g1_i3:2-14672	6972.8	4089	https://www.orthodb.org/v10?query=894at40674	dynein heavy chain domain 1 
894at40674	Duplicated	TRINITY_DN39357_c0_g1_i4:2-14988	6972.8	4089	https://www.orthodb.org/v10?query=894at40674	dynein heavy chain domain 1 
898at40674	Duplicated	TRINITY_DN39030_c0_g2_i1:226-11949	5790.7	3203	https://www.orthodb.org/v10?query=898at40674	polycystin-1
898at40674	Duplicated	TRINITY_DN39030_c0_g2_i2:226-11968	5784.5	3203	https://www.orthodb.org/v10?query=898at40674	polycystin-1
937at40674	Duplicated	TRINITY_DN39087_c2_g1_i3:593-11095	6992.2	3179	https://www.orthodb.org/v10?query=937at40674	WD repeat and FYVE domain containing 3 
937at40674	Duplicated	TRINITY_DN39087_c2_g1_i4:593-11134	6976.7	3171	https://www.orthodb.org/v10?query=937at40674	WD repeat and FYVE domain containing 3 
943at40674	Duplicated	TRINITY_DN36687_c0_g1_i2:79-11154	5825.7	3072	https://www.orthodb.org/v10?query=943at40674	laminin subunit alpha-5
943at40674	Duplicated	TRINITY_DN36687_c0_g1_i3:79-11237	5825.7	3072	https://www.orthodb.org/v10?query=943at40674	laminin subunit alpha-5
950at40674	Missing
984at40674	Duplicated	TRINITY_DN37962_c6_g1_i1:3987-15021	7909.6	3457	https://www.orthodb.org/v10?query=984at40674	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
984at40674	Duplicated	TRINITY_DN37962_c6_g1_i2:3987-13568	6929.6	3024	https://www.orthodb.org/v10?query=984at40674	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
984at40674	Duplicated	TRINITY_DN37962_c6_g1_i3:3987-14963	7909.6	3457	https://www.orthodb.org/v10?query=984at40674	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
984at40674	Duplicated	TRINITY_DN37962_c6_g1_i4:3987-13568	6929.6	3024	https://www.orthodb.org/v10?query=984at40674	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
1000at40674	Missing
1024at40674	Duplicated	TRINITY_DN36785_c7_g1_i1:0-8393	6014.7	2611	https://www.orthodb.org/v10?query=1024at40674	ubiquitin carboxyl-terminal hydrolase 34 isoform X1
1024at40674	Duplicated	TRINITY_DN36785_c7_g1_i3:0-8393	6014.7	2611	https://www.orthodb.org/v10?query=1024at40674	ubiquitin carboxyl-terminal hydrolase 34 isoform X1
1040at40674	Missing
1066at40674	Missing
1155at40674	Missing
1192at40674	Fragmented	TRINITY_DN34397_c3_g2_i1:568-7767	3697.9	1913	https://www.orthodb.org/v10?query=1192at40674	protein SZT2
1316at40674	Missing
1323at40674	Duplicated	TRINITY_DN38041_c1_g1_i2:109-11832	4530.3	3491	https://www.orthodb.org/v10?query=1323at40674	ALMS1, centrosome and basal body associated protein
1323at40674	Duplicated	TRINITY_DN38041_c1_g1_i3:884-11482	3987.9	3243	https://www.orthodb.org/v10?query=1323at40674	ALMS1, centrosome and basal body associated protein
1323at40674	Duplicated	TRINITY_DN38041_c1_g1_i6:884-11623	3983.7	3168	https://www.orthodb.org/v10?query=1323at40674	ALMS1, centrosome and basal body associated protein
1327at40674	Missing
1386at40674	Complete	TRINITY_DN39222_c1_g1_i1:186-12083	5508.0	2784	https://www.orthodb.org/v10?query=1386at40674	Histone-lysine N-methyltransferase
1456at40674	Missing
1478at40674	Duplicated	TRINITY_DN39374_c0_g2_i1:568-7551	3313.6	1924	https://www.orthodb.org/v10?query=1478at40674	cilia- and flagella-associated protein 54
1478at40674	Duplicated	TRINITY_DN39374_c0_g2_i2:569-7552	3313.9	1924	https://www.orthodb.org/v10?query=1478at40674	cilia- and flagella-associated protein 54
1499at40674	Duplicated	TRINITY_DN38870_c1_g1_i1:475-9645	5210.4	2684	https://www.orthodb.org/v10?query=1499at40674	Serine-protein kinase ATM
1499at40674	Duplicated	TRINITY_DN38870_c1_g1_i2:475-9645	5210.4	2684	https://www.orthodb.org/v10?query=1499at40674	Serine-protein kinase ATM
1499at40674	Duplicated	TRINITY_DN38870_c1_g1_i3:475-9645	5208.7	2684	https://www.orthodb.org/v10?query=1499at40674	Serine-protein kinase ATM
1499at40674	Duplicated	TRINITY_DN38870_c1_g1_i4:239-9409	5210.4	2684	https://www.orthodb.org/v10?query=1499at40674	Serine-protein kinase ATM
1510at40674	Missing
1577at40674	Complete	TRINITY_DN39417_c0_g2_i1:140-11083	6327.5	3186	https://www.orthodb.org/v10?query=1577at40674	Vacuolar protein sorting 13 homolog C
1579at40674	Fragmented	TRINITY_DN37960_c1_g2_i1:0-3428	2378.0	1075	https://www.orthodb.org/v10?query=1579at40674	neurofibromin
1590at40674	Duplicated	TRINITY_DN38924_c0_g1_i1:332-9832	5412.0	2766	https://www.orthodb.org/v10?query=1590at40674	vacuolar protein sorting-associated protein 13A isoform X1
1590at40674	Duplicated	TRINITY_DN38924_c0_g1_i2:332-9512	4999.0	2591	https://www.orthodb.org/v10?query=1590at40674	vacuolar protein sorting-associated protein 13A isoform X1
1590at40674	Duplicated	TRINITY_DN38924_c0_g1_i3:332-9543	4999.0	2591	https://www.orthodb.org/v10?query=1590at40674	vacuolar protein sorting-associated protein 13A isoform X1
1590at40674	Duplicated	TRINITY_DN38924_c0_g1_i4:332-9863	5412.0	2766	https://www.orthodb.org/v10?query=1590at40674	vacuolar protein sorting-associated protein 13A isoform X1
1605at40674	Missing
1660at40674	Missing
1664at40674	Missing
1681at40674	Missing
1699at40674	Duplicated	TRINITY_DN26693_c0_g1_i1:223-9513	4927.9	2684	https://www.orthodb.org/v10?query=1699at40674	E3 SUMO-protein ligase RanBP2 isoform X1
1699at40674	Duplicated	TRINITY_DN26693_c0_g1_i2:223-9591	4932.3	2732	https://www.orthodb.org/v10?query=1699at40674	E3 SUMO-protein ligase RanBP2 isoform X1
1720at40674	Duplicated	TRINITY_DN39294_c0_g1_i1:1796-10831	5495.7	2554	https://www.orthodb.org/v10?query=1720at40674	protein furry homolog-like isoform X1
1720at40674	Duplicated	TRINITY_DN39294_c0_g1_i2:1796-10831	5495.7	2554	https://www.orthodb.org/v10?query=1720at40674	protein furry homolog-like isoform X1
1750at40674	Complete	TRINITY_DN39465_c0_g1_i1:248-7246	4118.3	2075	https://www.orthodb.org/v10?query=1750at40674	von Willebrand factor
1759at40674	Fragmented	TRINITY_DN39348_c2_g1_i1:784-4713	2341.4	1119	https://www.orthodb.org/v10?query=1759at40674	multiple epidermal growth factor-like domains protein 8
1763at40674	Complete	TRINITY_DN38926_c3_g2_i1:405-9551	5448.6	2556	https://www.orthodb.org/v10?query=1763at40674	dmX-like protein 2
1869at40674	Missing
1900at40674	Duplicated	TRINITY_DN38383_c6_g1_i2:312-8361	3845.9	2190	https://www.orthodb.org/v10?query=1900at40674	Nuclear receptor binding SET domain protein 1
1900at40674	Duplicated	TRINITY_DN38383_c6_g1_i4:238-8287	3845.9	2190	https://www.orthodb.org/v10?query=1900at40674	Nuclear receptor binding SET domain protein 1
1900at40674	Duplicated	TRINITY_DN38383_c6_g1_i6:335-7555	3508.1	1964	https://www.orthodb.org/v10?query=1900at40674	Nuclear receptor binding SET domain protein 1
1900at40674	Duplicated	TRINITY_DN38383_c6_g1_i8:409-7629	3508.1	1964	https://www.orthodb.org/v10?query=1900at40674	Nuclear receptor binding SET domain protein 1
2052at40674	Complete	TRINITY_DN38661_c3_g4_i2:948-11813	5361.0	3042	https://www.orthodb.org/v10?query=2052at40674	Spen family transcriptional repressor
2138at40674	Missing
2160at40674	Duplicated	TRINITY_DN39461_c1_g1_i1:3043-11277	3298.4	2379	https://www.orthodb.org/v10?query=2160at40674	Crystallin beta-gamma domain containing 3
2160at40674	Duplicated	TRINITY_DN39461_c1_g1_i2:3043-11655	3489.2	2506	https://www.orthodb.org/v10?query=2160at40674	Crystallin beta-gamma domain containing 3
2160at40674	Duplicated	TRINITY_DN39461_c1_g1_i5:3043-11277	3300.0	2379	https://www.orthodb.org/v10?query=2160at40674	Crystallin beta-gamma domain containing 3
2199at40674	Missing
2210at40674	Missing
2247at40674	Duplicated	TRINITY_DN37647_c0_g1_i1:339-8225	4712.5	2270	https://www.orthodb.org/v10?query=2247at40674	serine/threonine-protein kinase ATR
2247at40674	Duplicated	TRINITY_DN37647_c0_g1_i2:339-8246	4711.5	2271	https://www.orthodb.org/v10?query=2247at40674	serine/threonine-protein kinase ATR
2256at40674	Duplicated	TRINITY_DN37348_c0_g1_i1:2518-10368	5191.0	2341	https://www.orthodb.org/v10?query=2256at40674	ubiquitin carboxyl-terminal hydrolase 24
2256at40674	Duplicated	TRINITY_DN37348_c0_g1_i2:2518-10365	5190.6	2349	https://www.orthodb.org/v10?query=2256at40674	ubiquitin carboxyl-terminal hydrolase 24
2319at40674	Complete	TRINITY_DN35917_c0_g1_i1:27-8039	4943.7	2397	https://www.orthodb.org/v10?query=2319at40674	eIF-2-alpha kinase activator GCN1
2333at40674	Missing
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i10:281-7708	4443.5	2153	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i1:281-7435	4200.8	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i2:281-7360	4136.7	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i3:281-7438	4207.7	2077	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i4:281-7165	3966.9	1989	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i5:281-7435	4200.9	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i6:281-7075	4094.2	2001	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i7:281-7165	3966.9	1989	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i8:281-6805	3860.9	1923	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN38886_c0_g1_i9:281-7090	3902.4	1988	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2345at40674	Duplicated	TRINITY_DN30761_c0_g1_i1:654-9590	5557.4	2688	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2345at40674	Duplicated	TRINITY_DN30761_c0_g2_i1:654-9044	5563.3	2688	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2351at40674	Missing
2376at40674	Duplicated	TRINITY_DN35194_c0_g1_i1:171-7175	4730.3	1986	https://www.orthodb.org/v10?query=2376at40674	pre-mRNA-processing-splicing factor 8
2376at40674	Duplicated	TRINITY_DN35194_c0_g1_i2:171-7175	4730.3	1986	https://www.orthodb.org/v10?query=2376at40674	pre-mRNA-processing-splicing factor 8
2383at40674	Duplicated	TRINITY_DN37525_c1_g3_i1:452-7948	4119.3	2083	https://www.orthodb.org/v10?query=2383at40674	TPR and ankyrin repeat-containing protein 1
2383at40674	Duplicated	TRINITY_DN37525_c1_g3_i2:368-7459	4118.0	2082	https://www.orthodb.org/v10?query=2383at40674	TPR and ankyrin repeat-containing protein 1
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i1:2178-9959	4060.0	2042	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i2:2005-9786	4060.0	2042	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i3:1905-9572	4142.4	2082	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i4:2078-9745	4142.4	2082	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i6:1886-9766	4142.0	2082	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i7:2059-9726	4142.4	2082	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2387at40674	Duplicated	TRINITY_DN38640_c1_g1_i8:2059-9939	4142.0	2082	https://www.orthodb.org/v10?query=2387at40674	unconventional myosin-IXa
2404at40674	Fragmented	TRINITY_DN35366_c0_g3_i1:197-6502	3935.1	1921	https://www.orthodb.org/v10?query=2404at40674	Chromodomain helicase DNA binding protein 9
2441at40674	Duplicated	TRINITY_DN37770_c0_g1_i1:1556-8254	3848.2	1768	https://www.orthodb.org/v10?query=2441at40674	chromodomain-helicase-DNA-binding protein 6
2441at40674	Duplicated	TRINITY_DN37770_c0_g1_i2:1556-8292	3840.8	1767	https://www.orthodb.org/v10?query=2441at40674	chromodomain-helicase-DNA-binding protein 6
2444at40674	Duplicated	TRINITY_DN37749_c7_g1_i1:1811-9904	4147.2	2212	https://www.orthodb.org/v10?query=2444at40674	Zinc finger protein 292
2444at40674	Duplicated	TRINITY_DN37749_c7_g1_i2:1810-9900	4148.3	2212	https://www.orthodb.org/v10?query=2444at40674	Zinc finger protein 292
2466at40674	Complete	TRINITY_DN37245_c4_g3_i1:1-8712	5272.9	2521	https://www.orthodb.org/v10?query=2466at40674	Chromodomain helicase DNA binding protein 7
2478at40674	Duplicated	TRINITY_DN39441_c2_g1_i1:702-8417	3286.0	1904	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN39441_c2_g1_i2:702-8417	3287.3	1905	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN39441_c2_g1_i3:702-8252	3317.4	1898	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2478at40674	Duplicated	TRINITY_DN39441_c2_g1_i4:702-8252	3318.4	1893	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2500at40674	Complete	TRINITY_DN39275_c0_g1_i1:133-6465	3619.0	1843	https://www.orthodb.org/v10?query=2500at40674	cation-independent mannose-6-phosphate receptor
2502at40674	Missing
2506at40674	Fragmented	TRINITY_DN38099_c3_g1_i1:1-5271	2376.6	1779	https://www.orthodb.org/v10?query=2506at40674	abnormal spindle-like microcephaly-associated protein
2518at40674	Duplicated	TRINITY_DN39368_c1_g1_i1:459-9101	5224.5	2605	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2518at40674	Duplicated	TRINITY_DN39368_c1_g1_i2:459-7304	4562.5	2079	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2524at40674	Duplicated	TRINITY_DN39234_c0_g1_i1:798-8255	4499.8	2186	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN39234_c0_g1_i2:796-8253	4502.6	2165	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN39234_c0_g1_i3:798-9068	4946.8	2426	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2524at40674	Duplicated	TRINITY_DN39234_c0_g1_i4:796-9066	4946.8	2426	https://www.orthodb.org/v10?query=2524at40674	SPEG complex locus
2573at40674	Duplicated	TRINITY_DN38526_c0_g1_i2:948-8777	600.1	334	https://www.orthodb.org/v10?query=2573at40674	HECT domain E3 ubiquitin protein ligase 1
2573at40674	Duplicated	TRINITY_DN38526_c0_g1_i3:948-8636	600.2	334	https://www.orthodb.org/v10?query=2573at40674	HECT domain E3 ubiquitin protein ligase 1
2601at40674	Duplicated	TRINITY_DN34858_c0_g2_i1:947-9340	6241.1	2653	https://www.orthodb.org/v10?query=2601at40674	Ubiquitin protein ligase E3 component n-recognin 5
2601at40674	Duplicated	TRINITY_DN34858_c0_g2_i2:947-9322	6252.0	2653	https://www.orthodb.org/v10?query=2601at40674	Ubiquitin protein ligase E3 component n-recognin 5
2610at40674	Missing
2612at40674	Duplicated	TRINITY_DN39277_c0_g1_i1:78-7790	4614.9	2249	https://www.orthodb.org/v10?query=2612at40674	ectopic P granules protein 5 homolog
2612at40674	Duplicated	TRINITY_DN39277_c0_g1_i3:78-7793	4611.2	2249	https://www.orthodb.org/v10?query=2612at40674	ectopic P granules protein 5 homolog
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i1:505-9432	3458.1	2571	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i2:505-9471	3443.9	2571	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i4:505-9459	3426.4	2571	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i5:505-9699	3473.1	2652	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i6:505-9726	3441.6	2652	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i7:505-9738	3459.0	2652	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i8:505-9753	3454.3	2649	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2618at40674	Duplicated	TRINITY_DN38902_c1_g1_i9:505-9486	3439.2	2568	https://www.orthodb.org/v10?query=2618at40674	A-kinase anchor protein 9
2644at40674	Complete	TRINITY_DN39467_c0_g1_i1:379-11833	4697.3	3046	https://www.orthodb.org/v10?query=2644at40674	Xin actin binding repeat containing 2
2655at40674	Missing
2682at40674	Duplicated	TRINITY_DN30606_c0_g1_i1:1568-8695	5677.8	2343	https://www.orthodb.org/v10?query=2682at40674	CCR4-NOT transcription complex subunit 1
2682at40674	Duplicated	TRINITY_DN30606_c0_g1_i2:1568-8716	5665.4	2343	https://www.orthodb.org/v10?query=2682at40674	CCR4-NOT transcription complex subunit 1
2682at40674	Duplicated	TRINITY_DN30606_c0_g1_i3:1568-8701	5641.7	2343	https://www.orthodb.org/v10?query=2682at40674	CCR4-NOT transcription complex subunit 1
2682at40674	Duplicated	TRINITY_DN30606_c0_g1_i4:1568-8680	5654.1	2343	https://www.orthodb.org/v10?query=2682at40674	CCR4-NOT transcription complex subunit 1
2709at40674	Complete	TRINITY_DN39159_c4_g1_i2:416-9829	4492.9	2602	https://www.orthodb.org/v10?query=2709at40674	centrosome-associated protein 350
2804at40674	Duplicated	TRINITY_DN35199_c2_g1_i1:345-7700	4471.9	2125	https://www.orthodb.org/v10?query=2804at40674	Dopey family member 1
2804at40674	Duplicated	TRINITY_DN35199_c2_g1_i2:345-7671	4190.6	2026	https://www.orthodb.org/v10?query=2804at40674	Dopey family member 1
2804at40674	Duplicated	TRINITY_DN35199_c2_g1_i3:345-7751	4448.2	2126	https://www.orthodb.org/v10?query=2804at40674	Dopey family member 1
2837at40674	Complete	TRINITY_DN39153_c1_g1_i1:232-6873	4062.2	1976	https://www.orthodb.org/v10?query=2837at40674	Sortilin related receptor 1
2841at40674	Missing
2864at40674	Duplicated	TRINITY_DN38268_c4_g1_i1:347-9220	5006.6	2504	https://www.orthodb.org/v10?query=2864at40674	ASH1 like histone lysine methyltransferase
2864at40674	Duplicated	TRINITY_DN38268_c4_g1_i2:477-9350	5006.6	2504	https://www.orthodb.org/v10?query=2864at40674	ASH1 like histone lysine methyltransferase
2864at40674	Duplicated	TRINITY_DN38268_c4_g1_i3:412-9285	5006.6	2504	https://www.orthodb.org/v10?query=2864at40674	ASH1 like histone lysine methyltransferase
2905at40674	Duplicated	TRINITY_DN39349_c0_g1_i1:1820-9454	4068.4	2165	https://www.orthodb.org/v10?query=2905at40674	Zinc finger FYVE-type containing 26
2905at40674	Duplicated	TRINITY_DN39349_c0_g1_i3:1825-9459	4069.5	2165	https://www.orthodb.org/v10?query=2905at40674	Zinc finger FYVE-type containing 26
2907at40674	Complete	TRINITY_DN38678_c0_g2_i1:0-7376	4108.4	2124	https://www.orthodb.org/v10?query=2907at40674	leucine-rich repeat serine/threonine-protein kinase 2
2911at40674	Complete	TRINITY_DN32549_c0_g2_i1:63-6878	3986.3	1892	https://www.orthodb.org/v10?query=2911at40674	DNA polymerase epsilon catalytic subunit A
2928at40674	Fragmented	TRINITY_DN39459_c0_g2_i1:3163-8139	3411.6	1523	https://www.orthodb.org/v10?query=2928at40674	ATP-binding cassette sub-family A member 1
3062at40674	Complete	TRINITY_DN32715_c0_g1_i1:325-7191	2984.1	1918	https://www.orthodb.org/v10?query=3062at40674	Coagulation factor VIII
3076at40674	Missing
3111at40674	Duplicated	TRINITY_DN38519_c0_g3_i1:428-7156	4606.0	2045	https://www.orthodb.org/v10?query=3111at40674	DnaJ heat shock protein family (Hsp40) member C13
3111at40674	Duplicated	TRINITY_DN38519_c0_g3_i2:428-7171	4602.0	2047	https://www.orthodb.org/v10?query=3111at40674	DnaJ heat shock protein family (Hsp40) member C13
3114at40674	Missing
3146at40674	Missing
3185at40674	Duplicated	TRINITY_DN38941_c0_g1_i1:2-7474	4265.1	2192	https://www.orthodb.org/v10?query=3185at40674	small subunit processome component 20 homolog
3185at40674	Duplicated	TRINITY_DN38941_c0_g1_i2:320-8680	4671.1	2419	https://www.orthodb.org/v10?query=3185at40674	small subunit processome component 20 homolog
